Temperature,Humidity,Wind Speed,Precipitation (%),Weather Type,Atmospheric Pressure,UV Index,Season,Visibility (km),Cloud Cover
12,53,7,22,Cloudy,1012.93,3,Spring,5.5,partly cloudy
41,20,6.5,3,Sunny,1024.98,10,Spring,10,partly cloudy
-3,97,4.5,77,Snowy,985.01,1,Winter,4.5,overcast
15,72,35.5,99,Rainy,1012.96,1,Autumn,5,overcast
1,73,7,98,Snowy,989.18,0,Winter,2.5,overcast
21,32,2.5,3,Sunny,1026.93,6,Spring,5.5,clear
28,26,8,15,Sunny,1025.25,11,Summer,6.5,partly cloudy
34,74,2,24,Cloudy,1005.49,2,Winter,5.5,partly cloudy
23,54,5,19,Sunny,1023.24,10,Autumn,6.5,clear
26,77,11.5,45,Cloudy,1019.53,1,Winter,7.5,overcast
28,65,0.5,16,Sunny,1027.22,11,Autumn,8,partly cloudy
20,67,13,47,Cloudy,1013.74,3,Spring,8,partly cloudy
27,54,1,13,Cloudy,1009.82,2,Summer,5.5,partly cloudy
-11,37,10,82,Rainy,898.18,5,Spring,17,overcast
4,65,16.5,91,Snowy,982.75,0,Winter,3,overcast
26,60,6,27,Snowy,843.88,14,Summer,9.5,partly cloudy
38,78,3.5,85,Snowy,1187.42,0,Winter,5,overcast
24,101,27.5,86,Cloudy,1007.51,14,Summer,3,partly cloudy
-6,97,5.5,61,Snowy,996.98,0,Winter,3,overcast
-7,70,5,82,Snowy,999.14,1,Winter,2,partly cloudy
25,47,5,10,Sunny,1026.95,6,Winter,10,clear
14,90,5.5,73,Rainy,1018.61,3,Winter,5,overcast
-16,25,12,92,Rainy,846.18,6,Winter,13.5,cloudy
25,76,2.5,44,Cloudy,1019.94,3,Spring,5.5,overcast
21,79,11.5,13,Cloudy,1009.44,3,Winter,6.5,partly cloudy
24,67,9.5,14,Sunny,1013.7,9,Summer,7,clear
13,67,7,21,Cloudy,1018.83,1,Winter,8.5,overcast
57,109,13.5,109,Rainy,999.4,4,Summer,4,overcast
-15,79,14.5,28,Cloudy,1181.13,11,Spring,0.5,overcast
76,82,14,106,Sunny,1023.29,12,Winter,8,clear
77,101,11,95,Sunny,1024.51,2,Winter,7.5,partly cloudy
60,80,30,96,Cloudy,1012.37,0,Spring,1,partly cloudy
33,36,5,9,Sunny,1019.54,9,Spring,5.5,partly cloudy
-3,98,6.5,85,Snowy,983.69,1,Winter,5,overcast
48,22,14,51,Snowy,1050.12,2,Summer,1,partly cloudy
17,68,17,58,Rainy,994.11,0,Winter,4,partly cloudy
10,57,13,34,Cloudy,1012.71,2,Spring,5,partly cloudy
40,33,10,0,Sunny,1012.92,9,Spring,9,partly cloudy
-4,60,14,87,Snowy,996.73,1,Winter,2.5,overcast
24,49,2,2,Sunny,1014.9,8,Spring,8,clear
14,94,11,63,Rainy,1000.9,2,Winter,4,overcast
37,86,9,93,Sunny,1017.87,6,Summer,6,clear
22,86,17,65,Rainy,1018.21,0,Winter,1,overcast
13,61,2,21,Cloudy,1010.91,4,Spring,6.5,partly cloudy
28,85,15.5,93,Cloudy,1013.07,12,Autumn,10,partly cloudy
30,48,1.5,16,Sunny,1023.73,11,Autumn,5.5,partly cloudy
42,21,7,14,Sunny,1015.04,9,Summer,6,clear
3,60,18,61,Snowy,990.68,1,Winter,2.5,partly cloudy
23,96,12,75,Rainy,998.31,2,Winter,2,overcast
4,89,10.5,89,Snowy,981.38,6,Winter,0.5,overcast
12,63,14,47,Cloudy,1017.14,2,Spring,7.5,partly cloudy
30,68,7,15,Cloudy,1016.01,3,Autumn,8,overcast
23,31,7.5,0,Sunny,1015.02,10,Spring,7,clear
14,72,10,19,Cloudy,1001.46,4,Autumn,8,partly cloudy
-4,38,11,77,Sunny,1111.95,3,Winter,17,partly cloudy
32,41,3.5,9,Sunny,1016.91,8,Autumn,9,clear
34,53,2.5,19,Sunny,1027.71,10,Winter,8.5,clear
-10,72,6.5,98,Snowy,988.11,0,Winter,4,overcast
16,71,19,70,Rainy,1008.4,2,Summer,2.5,overcast
-5,88,19.5,71,Snowy,997.25,0,Winter,3.5,overcast
13,77,14,48,Cloudy,1017.33,2,Winter,6,partly cloudy
32,51,12.5,41,Cloudy,1017.59,3,Autumn,8.5,partly cloudy
15,60,10.5,16,Cloudy,1009.03,2,Winter,6,partly cloudy
26,77,15.5,69,Rainy,1003.71,3,Spring,2.5,partly cloudy
15,99,11,55,Rainy,990.28,2,Summer,1.5,overcast
-10,74,13.5,83,Snowy,998.28,0,Winter,2.5,partly cloudy
-19,34,15,98,Sunny,1110.32,12,Spring,3,overcast
31,90,5,57,Rainy,996.58,3,Spring,5,partly cloudy
0,92,7,92,Snowy,994.14,0,Winter,1,overcast
0,80,18,90,Snowy,994.11,0,Winter,3.5,overcast
28,54,3,18,Sunny,1014.78,8,Summer,9,partly cloudy
16,64,2,48,Cloudy,1000.6,1,Spring,6.5,overcast
21,78,1,20,Cloudy,1017.16,2,Spring,6,partly cloudy
18,63,5,24,Cloudy,1005.59,4,Winter,8,partly cloudy
30,76,11.5,45,Cloudy,1019.22,2,Autumn,6.5,partly cloudy
20,78,13,71,Rainy,994.21,0,Winter,4,overcast
10,71,10.5,33,Cloudy,1017.97,1,Summer,6,overcast
10,71,13.5,72,Rainy,991.05,2,Summer,4,partly cloudy
-2,95,18.5,50,Snowy,994.53,0,Winter,4,overcast
11,54,1,25,Cloudy,1003.95,1,Autumn,8,partly cloudy
16,97,12,89,Rainy,1002.71,2,Autumn,3,partly cloudy
25,28,0,0,Sunny,1018.63,7,Spring,7.5,clear
15,67,2.5,48,Cloudy,1006.11,4,Autumn,8,overcast
23,56,13,16,Cloudy,1015.31,3,Summer,7,partly cloudy
17,25,4,12,Sunny,975.85,5,Autumn,12.5,cloudy
38,35,3,9,Sunny,1022.33,8,Summer,6.5,clear
36,56,0,2,Sunny,1020.01,10,Spring,6,clear
-4,91,10.5,57,Snowy,988.43,0,Winter,2,overcast
23,47,7,14,Sunny,1026.61,6,Spring,9.5,partly cloudy
27,79,3.5,18,Cloudy,1003.54,1,Winter,6.5,partly cloudy
38,56,1,13,Sunny,1017,9,Autumn,7,clear
-8,93,7,89,Snowy,985.65,1,Winter,2.5,overcast
-4,70,17,52,Snowy,980.7,0,Winter,4,partly cloudy
-3,85,19,88,Snowy,999.98,0,Winter,4.5,partly cloudy
23,78,6.5,53,Rainy,996.5,3,Summer,1,partly cloudy
-8,97,17,92,Snowy,982.59,1,Winter,4,overcast
26,60,8.5,25,Cloudy,1019.64,2,Autumn,6,overcast
42,20,4.5,9,Sunny,1028.46,8,Winter,5,partly cloudy
28,70,11,86,Rainy,1014.57,0,Spring,3,overcast
13,64,10,19,Cloudy,1004.04,3,Spring,6,partly cloudy
55,89,16.5,93,Cloudy,1006.96,12,Summer,8.5,partly cloudy
41,39,3,0,Sunny,1013.5,6,Winter,6,clear
12,74,6.5,76,Rainy,1009.38,3,Winter,5,overcast
-5,106,32.5,102,Snowy,987.89,2,Winter,0.5,overcast
24,71,10.5,11,Cloudy,920.09,12,Winter,7.5,cloudy
-5,83,19,89,Snowy,994.15,1,Winter,3,partly cloudy
24,75,4,13,Cloudy,1017.97,3,Autumn,8.5,partly cloudy
20,61,10.5,30,Cloudy,1010.65,3,Summer,6,partly cloudy
70,89,14.5,105,Rainy,1011.2,14,Winter,4,overcast
30,89,19,86,Rainy,1010.22,0,Spring,2.5,overcast
11,53,6.5,26,Cloudy,1018.19,4,Summer,7.5,partly cloudy
-2,67,3,80,Snowy,990.02,1,Winter,5,overcast
27,63,6,80,Rainy,1005.8,0,Winter,3.5,overcast
20,85,33,86,Rainy,997.36,0,Summer,2.5,partly cloudy
22,38,10,0,Sunny,1027.37,9,Winter,9,clear
36,67,8,93,Rainy,909.35,1,Summer,15,partly cloudy
31,75,13,61,Rainy,1017.43,3,Summer,4,overcast
33,27,8.5,11,Sunny,1026.22,6,Winter,9.5,clear
2,98,6.5,89,Snowy,995.47,1,Winter,1.5,overcast
27,51,9,4,Sunny,1010.29,8,Winter,7,clear
18,53,12,49,Cloudy,1008.45,4,Winter,9,partly cloudy
27,72,14.5,17,Cloudy,1008.71,2,Summer,8,partly cloudy
-1,96,15.5,94,Snowy,989.32,1,Winter,2.5,overcast
21,72,7.5,42,Cloudy,1005.63,1,Summer,7.5,overcast
35,97,18.5,96,Cloudy,1014,9,Autumn,9.5,partly cloudy
44,61,1,13,Sunny,1027.37,6,Spring,9,clear
29,109,21,93,Cloudy,1018.98,9,Winter,7.5,partly cloudy
40,46,2.5,3,Sunny,1020.05,6,Summer,5.5,clear
23,30,9.5,4,Sunny,1014.54,10,Winter,8.5,clear
-3,68,1,50,Snowy,993.39,1,Winter,4,overcast
24,78,8,29,Cloudy,1007.48,2,Winter,5,overcast
0,60,14,98,Snowy,988.07,1,Winter,1.5,overcast
21,76,3,101,Cloudy,1010.35,1,Autumn,10,overcast
-12,59,12.5,56,Sunny,1112.01,4,Winter,1.5,cloudy
29,74,2.5,29,Cloudy,1002.41,4,Spring,7,overcast
26,61,19.5,78,Rainy,1001.66,3,Winter,4.5,partly cloudy
73,101,17,91,Sunny,1024.85,4,Winter,2,clear
27,65,6.5,84,Rainy,1010.16,1,Spring,2,partly cloudy
-9,98,15.5,95,Snowy,988.17,1,Winter,5,overcast
-6,71,8.5,96,Snowy,985.8,0,Winter,2.5,overcast
13,53,6,79,Sunny,889.61,12,Spring,1,cloudy
27,46,6.5,8,Sunny,1012.02,8,Winter,7.5,partly cloudy
22,54,6.5,2,Sunny,1022.38,9,Autumn,5.5,partly cloudy
27,68,12,23,Cloudy,819.83,8,Autumn,2,overcast
20,85,8.5,81,Rainy,1014.67,3,Winter,1,overcast
42,66,7,19,Sunny,1018.47,9,Winter,5.5,partly cloudy
0,79,9,92,Snowy,996.34,2,Winter,4.5,overcast
43,20,9,2,Sunny,1016.94,6,Spring,5.5,clear
-2,83,9,63,Snowy,983.32,1,Winter,2.5,overcast
34,75,6,16,Cloudy,1001.93,4,Spring,7.5,partly cloudy
26,34,1,10,Sunny,1010.31,5,Winter,8,partly cloudy
17,66,15.5,95,Rainy,1014.99,2,Autumn,2.5,overcast
28,82,12.5,89,Rainy,1013.37,0,Winter,1.5,overcast
-7,63,17.5,67,Snowy,980.41,1,Winter,2,overcast
36,36,7,72,Sunny,986.32,8,Autumn,5.5,overcast
4,91,6,99,Snowy,989.59,0,Winter,4.5,overcast
-9,91,4,56,Snowy,998.74,1,Winter,2.5,overcast
31,51,6.5,17,Sunny,1010.32,11,Autumn,10,clear
-7,68,6.5,72,Snowy,987.59,0,Winter,5,partly cloudy
16,74,10.5,25,Cloudy,1010.3,4,Spring,6.5,overcast
20,23,9.5,58,Snowy,997.17,0,Winter,3,partly cloudy
6,81,2.5,109,Snowy,994.04,14,Winter,2.5,overcast
36,22,1,12,Sunny,1023.33,8,Autumn,8,clear
26,58,1,19,Sunny,1013.17,9,Spring,6,partly cloudy
-9,96,2,56,Snowy,998.94,1,Winter,2.5,overcast
42,44,5,17,Sunny,1015.53,6,Autumn,8,clear
16,82,17,97,Rainy,990.75,2,Summer,3.5,overcast
24,98,11.5,63,Rainy,1017.39,2,Autumn,1.5,partly cloudy
5,106,20,82,Snowy,981.79,8,Winter,0.5,overcast
25,23,4.5,13,Sunny,1014.45,11,Summer,6.5,clear
11,65,7.5,73,Rainy,1002.92,2,Winter,3.5,overcast
-17,58,12.5,86,Rainy,999.82,2,Spring,16.5,overcast
18,34,11.5,93,Snowy,830.46,7,Spring,13,partly cloudy
43,45,3.5,15,Sunny,1025.24,6,Spring,8.5,clear
23,35,3,9,Sunny,1029.35,7,Winter,7.5,clear
26,68,5,44,Cloudy,1005.29,3,Autumn,7.5,overcast
42,68,8,78,Rainy,809.25,0,Winter,0.5,partly cloudy
24,44,8,1,Sunny,1021.87,6,Spring,9.5,clear
-6,76,1,98,Snowy,991.76,1,Winter,4,overcast
38,40,9,52,Rainy,902.13,10,Winter,8,overcast
34,51,10,13,Cloudy,957.62,7,Spring,8.5,cloudy
46,23,0,51,Cloudy,852.2,8,Summer,16,cloudy
28,20,5.5,6,Sunny,1012.95,5,Summer,8.5,clear
12,68,11.5,99,Rainy,929.14,11,Spring,2,cloudy
66,107,13,109,Cloudy,1014.55,6,Summer,7,partly cloudy
-2,50,4.5,13,Cloudy,1149.07,6,Winter,5,overcast
37,51,9.5,5,Sunny,1025.58,5,Autumn,8.5,clear
32,22,7.5,16,Sunny,1013.16,10,Winter,8,partly cloudy
-7,61,2.5,79,Snowy,990.5,0,Winter,3.5,overcast
4,72,15.5,85,Snowy,987.58,0,Winter,1.5,partly cloudy
33,98,10,65,Rainy,1019.95,3,Autumn,3,partly cloudy
4,99,8,72,Snowy,994.81,0,Winter,3,overcast
31,37,9.5,7,Sunny,1029.3,8,Winter,8,clear
0,85,7.5,97,Snowy,991.21,0,Winter,1.5,overcast
24,69,1.5,40,Cloudy,1016.15,2,Winter,8.5,overcast
42,55,8,12,Sunny,1019.58,6,Spring,8.5,clear
21,89,13,85,Rainy,1006.31,2,Spring,4,partly cloudy
22,63,12.5,53,Rainy,999.26,2,Spring,4.5,overcast
31,62,9.5,34,Cloudy,1013.78,2,Winter,5,partly cloudy
14,79,5,69,Rainy,1013.9,1,Summer,3,overcast
27,104,21.5,100,Rainy,994.34,6,Autumn,3.5,overcast
2,72,12.5,90,Snowy,998.38,1,Winter,2.5,overcast
22,77,13,36,Cloudy,1019.44,2,Winter,5,partly cloudy
-13,77,6.5,98,Snowy,892.62,3,Winter,5,partly cloudy
-7,63,19,70,Snowy,999.25,0,Winter,4.5,overcast
42,58,6,3,Sunny,1024.36,9,Winter,8,clear
36,22,0,3,Sunny,1012.66,10,Spring,9,clear
12,50,3.5,25,Cloudy,1016.78,1,Summer,6,overcast
11,96,6,69,Rainy,990.04,3,Spring,1,overcast
4,62,4.5,95,Rainy,872.6,2,Spring,10,overcast
0,63,18,54,Snowy,986.52,0,Winter,4,overcast
22,57,3.5,17,Sunny,1012.94,11,Summer,9,clear
29,42,0,14,Sunny,1029.98,7,Spring,7.5,partly cloudy
18,64,12,19,Cloudy,1005.91,3,Summer,5.5,partly cloudy
28,59,13,25,Cloudy,1010.5,3,Summer,8,partly cloudy
10,76,11,12,Cloudy,1003.75,2,Summer,7.5,overcast
11,50,10.5,43,Cloudy,1001.03,3,Spring,8,partly cloudy
-2,79,7.5,75,Snowy,988.72,0,Winter,3.5,overcast
24,28,4,3,Sunny,1026.76,9,Winter,6,clear
30,57,5.5,26,Cloudy,1001.03,3,Spring,8.5,overcast
18,68,3,36,Cloudy,1005.69,1,Winter,5.5,partly cloudy
10,65,7,21,Cloudy,1012.63,1,Summer,8,overcast
3,85,14.5,87,Snowy,980.37,1,Winter,1,overcast
2,62,9,71,Snowy,998.28,0,Winter,1,overcast
10,76,18,86,Rainy,1008.39,0,Winter,5,overcast
14,60,4.5,23,Cloudy,1019.56,1,Summer,6.5,overcast
18,64,15.5,96,Rainy,997.09,1,Winter,4.5,overcast
4,88,10,86,Snowy,998.67,0,Winter,1.5,overcast
36,30,2,17,Sunny,1029.9,11,Autumn,5.5,clear
-6,99,41,102,Snowy,999.49,12,Winter,0.5,overcast
38,62,0.5,6,Sunny,1014.63,9,Autumn,8,partly cloudy
11,55,0.5,16,Cloudy,1016.35,4,Spring,6.5,overcast
31,59,11,44,Cloudy,1002.75,4,Summer,8,partly cloudy
33,30,5.5,92,Snowy,1186.34,10,Spring,7.5,cloudy
10,60,2.5,20,Cloudy,1000.1,1,Winter,8.5,overcast
18,77,13.5,25,Cloudy,1006.22,4,Autumn,5.5,partly cloudy
24,69,8,52,Rainy,1011.15,0,Summer,1.5,overcast
1,92,11,80,Snowy,999.17,0,Winter,4,partly cloudy
10,55,13,21,Cloudy,1017.82,2,Summer,8.5,partly cloudy
26,39,9.5,6,Sunny,1028.53,7,Spring,9,clear
32,39,7.5,3,Sunny,1021.43,9,Autumn,5.5,clear
11,67,15,88,Rainy,1000.85,2,Autumn,1.5,overcast
-10,89,3.5,92,Snowy,980.34,0,Winter,2.5,overcast
24,67,12.5,58,Rainy,1013.67,0,Winter,4,overcast
0,69,6,98,Snowy,997.78,0,Winter,4.5,overcast
37,29,6,17,Sunny,1028.59,5,Autumn,9.5,clear
29,63,10.5,76,Rainy,945.26,14,Summer,7,overcast
-13,61,2,81,Cloudy,908.07,6,Autumn,11,partly cloudy
14,76,4,47,Cloudy,1017.23,1,Summer,7.5,overcast
36,29,7.5,8,Sunny,1025.76,9,Summer,8,partly cloudy
35,63,6,10,Sunny,1015.73,5,Spring,8,clear
21,94,17.5,81,Rainy,1011.44,2,Summer,3.5,overcast
41,31,1.5,7,Sunny,1028.34,5,Summer,6,clear
22,48,2,18,Sunny,1015.1,7,Spring,9,clear
21,62,2.5,5,Sunny,1021.28,10,Spring,9.5,partly cloudy
19,57,13,17,Cloudy,1014.16,3,Autumn,8,partly cloudy
32,61,16.5,72,Rainy,1008.85,1,Spring,2,overcast
-10,69,12,86,Snowy,985.56,1,Winter,1,overcast
4,55,4.5,90,Snowy,1171.78,0,Spring,10,partly cloudy
27,53,13,29,Cloudy,1018.62,4,Autumn,6.5,partly cloudy
41,45,1.5,14,Sunny,1016.79,8,Spring,9,partly cloudy
1,76,20,91,Snowy,984.85,0,Winter,1.5,overcast
25,94,13.5,99,Cloudy,1005.95,10,Spring,1.5,overcast
-1,43,9.5,70,Snowy,964.74,4,Autumn,8,overcast
15,58,6,11,Cloudy,1012.18,1,Spring,7.5,partly cloudy
4,63,2,74,Snowy,995.02,1,Winter,1,overcast
29,37,4,6,Sunny,1015.28,10,Spring,7,partly cloudy
47,92,0,78,Sunny,1024.73,12,Summer,4,clear
-10,85,19,71,Snowy,989.02,0,Winter,2.5,overcast
15,79,16,72,Rainy,997.07,3,Winter,4,partly cloudy
-5,60,2,94,Snowy,993.24,1,Winter,3,overcast
30,76,8,44,Cloudy,1019.75,4,Autumn,5.5,partly cloudy
32,62,0.5,1,Sunny,1024.59,11,Winter,6.5,clear
-2,91,14.5,69,Snowy,998.51,1,Winter,3,overcast
33,85,9,54,Rainy,1007.49,1,Winter,1.5,overcast
-6,97,7,52,Snowy,985.41,0,Winter,3,overcast
-4,67,5.5,62,Snowy,987.01,1,Winter,4.5,overcast
30,72,6.5,94,Rainy,999.3,0,Summer,5,overcast
30,68,17,74,Rainy,1017.1,2,Autumn,3.5,overcast
60,109,10,105,Sunny,1017.33,10,Autumn,6.5,partly cloudy
28,62,6.5,69,Rainy,994.82,1,Winter,3,overcast
-1,72,13,74,Snowy,986.98,1,Winter,1,overcast
36,47,4.5,37,Rainy,1087.2,5,Summer,13.5,partly cloudy
27,57,9,8,Sunny,1012.13,11,Summer,6,clear
27,56,11,16,Cloudy,1014.73,4,Winter,6.5,partly cloudy
25,84,15.5,91,Sunny,1018.5,6,Summer,8,clear
21,50,0,9,Sunny,1011.39,7,Summer,6.5,clear
67,95,41.5,79,Rainy,1002.83,9,Summer,3,partly cloudy
2,65,19,63,Snowy,990.69,1,Winter,4.5,partly cloudy
-9,79,3.5,92,Snowy,990.14,1,Winter,1.5,overcast
22,74,5.5,25,Cloudy,1019.5,2,Spring,7,partly cloudy
18,68,19,85,Rainy,992.68,1,Autumn,1.5,overcast
21,30,4,8,Sunny,1021.37,5,Autumn,9,clear
28,99,11,82,Rainy,1008.11,3,Autumn,4.5,partly cloudy
13,71,6,54,Rainy,1011.35,3,Winter,1.5,overcast
24,50,9.5,10,Sunny,1010.49,7,Spring,7,partly cloudy
44,45,3.5,14,Sunny,1024.65,7,Spring,8,partly cloudy
25,75,11,67,Snowy,1032.76,13,Summer,3.5,overcast
9,77,8.5,21,Snowy,887.74,5,Summer,14,overcast
42,59,10.5,17,Sunny,1149.76,13,Winter,1,overcast
18,94,18.5,67,Rainy,1019.23,3,Spring,2.5,overcast
35,25,1.5,94,Snowy,800.23,4,Spring,5,cloudy
14,73,8.5,64,Rainy,1001.87,3,Summer,2.5,overcast
25,30,1.5,18,Sunny,1013.47,10,Autumn,7.5,clear
16,71,15,43,Cloudy,1007.61,2,Spring,5.5,partly cloudy
26,97,18,61,Rainy,1019.45,3,Winter,1.5,partly cloudy
19,98,13,82,Rainy,1018,3,Autumn,3.5,overcast
-10,76,4.5,99,Snowy,982.04,1,Winter,2,overcast
4,70,5.5,56,Snowy,982.94,1,Winter,4,overcast
-8,86,19.5,97,Snowy,980.75,1,Winter,1,overcast
-3,83,16,90,Snowy,991.07,0,Winter,3,overcast
27,61,2.5,51,Cloudy,1045.38,4,Summer,7,cloudy
15,79,7.5,39,Cloudy,1018.48,1,Winter,9,overcast
38,47,3,18,Sunny,1015.46,5,Autumn,6.5,partly cloudy
21,92,7.5,69,Rainy,996.42,2,Summer,2,overcast
-7,94,3,98,Snowy,994.79,0,Winter,4.5,overcast
21,84,2.5,87,Sunny,1025.02,4,Autumn,4,clear
21,93,13.5,87,Rainy,1016.31,1,Winter,1.5,overcast
21,76,11.5,30,Cloudy,1003.34,3,Winter,6,partly cloudy
0,68,16,91,Snowy,998.36,1,Winter,2,overcast
36,26,9,5,Sunny,1016.29,6,Winter,6,clear
64,109,35.5,95,Cloudy,1003.19,12,Autumn,4.5,partly cloudy
24,69,4,12,Sunny,1027.77,10,Spring,9.5,clear
34,95,15.5,90,Sunny,1016.63,11,Spring,11.5,clear
33,49,9,5,Sunny,1022.71,9,Summer,9,clear
46,81,20.5,107,Cloudy,1005.27,14,Summer,4,partly cloudy
-3,90,16.5,55,Snowy,988.24,1,Winter,1.5,overcast
13,56,3.5,15,Cloudy,1002.48,2,Summer,7,partly cloudy
41,101,19,78,Sunny,1023.28,9,Winter,3.5,clear
27,85,10,68,Rainy,1015.94,0,Summer,3.5,overcast
-10,79,18.5,96,Snowy,986.35,0,Winter,1.5,partly cloudy
10,97,6,94,Rainy,1002.36,0,Autumn,4.5,overcast
21,33,3,3,Sunny,1021.58,7,Autumn,6.5,clear
-8,33,5,14,Snowy,1135.31,9,Spring,16,partly cloudy
20,69,17,87,Rainy,1007.12,3,Winter,2.5,overcast
27,58,14.5,13,Cloudy,1016.87,4,Summer,7.5,partly cloudy
28,71,9,66,Rainy,1007.58,1,Spring,2,partly cloudy
20,89,18,68,Rainy,1019.78,2,Autumn,4.5,overcast
-7,89,0.5,76,Snowy,994.46,1,Winter,2,overcast
33,72,11,18,Cloudy,1010.18,1,Summer,8.5,overcast
28,79,13,50,Rainy,1015.66,0,Summer,4,overcast
-8,92,11.5,54,Snowy,994.5,1,Winter,3,overcast
39,66,5,11,Sunny,1024.35,5,Spring,9,clear
19,72,7,57,Rainy,1001.28,0,Spring,3.5,overcast
-2,65,8,51,Snowy,982,1,Winter,4.5,partly cloudy
22,86,5.5,94,Rainy,999.78,3,Autumn,1,overcast
31,67,13.5,54,Rainy,1014.14,0,Autumn,2.5,overcast
15,61,7,40,Cloudy,1003.17,2,Winter,7,partly cloudy
-9,46,6.5,35,Cloudy,978.59,7,Autumn,0.5,partly cloudy
28,60,5.5,28,Cloudy,1000.63,1,Summer,9,overcast
13,93,18,94,Rainy,995.06,1,Winter,2.5,overcast
-8,39,5.5,55,Snowy,1073.46,6,Winter,17,partly cloudy
15,76,5,73,Cloudy,1012.14,8,Winter,12,partly cloudy
23,75,16.5,86,Rainy,1017.64,2,Winter,1.5,overcast
30,66,18,87,Rainy,1015.52,0,Winter,4.5,overcast
0,98,7,66,Snowy,986.05,0,Winter,3.5,overcast
17,62,9,11,Cloudy,1016.34,2,Summer,7.5,overcast
15,99,30.5,85,Cloudy,1015.02,3,Autumn,2,partly cloudy
20,67,1.5,42,Cloudy,1007.52,4,Autumn,7,overcast
23,77,7.5,49,Cloudy,1010.4,2,Winter,8.5,partly cloudy
11,53,5.5,13,Cloudy,1016.57,3,Autumn,6.5,overcast
-7,67,18,50,Snowy,999.37,1,Winter,1.5,overcast
34,60,11.5,42,Cloudy,1001.32,1,Winter,6.5,overcast
-5,89,5,64,Snowy,994.57,0,Winter,5,overcast
14,75,4,10,Cloudy,1000.16,4,Autumn,6,partly cloudy
42,55,5.5,15,Sunny,1027.66,6,Summer,7.5,clear
32,21,2.5,8,Sunny,1029.34,7,Winter,9,partly cloudy
34,66,8.5,95,Snowy,1023.42,10,Spring,16.5,cloudy
35,65,9.5,12,Sunny,1018.19,7,Autumn,5.5,partly cloudy
18,64,19.5,98,Rainy,1003.54,1,Summer,3.5,partly cloudy
-10,85,8,69,Snowy,985.76,1,Winter,1.5,overcast
-9,71,9,50,Snowy,994.09,1,Winter,2.5,partly cloudy
32,60,11,49,Cloudy,1007.94,1,Autumn,6.5,partly cloudy
27,69,4.5,4,Sunny,1011.56,7,Autumn,9.5,clear
30,107,20.5,84,Cloudy,1006.47,5,Autumn,10,partly cloudy
-10,67,1,59,Snowy,983.52,0,Winter,5,partly cloudy
-4,78,9,58,Snowy,991.09,1,Winter,2,overcast
19,45,2.5,35,Cloudy,1168.72,10,Winter,11.5,partly cloudy
32,31,3.5,9,Sunny,1026.58,8,Autumn,9,partly cloudy
23,90,13.5,53,Rainy,992.4,3,Spring,3,overcast
5,68,0.5,89,Rainy,836.82,12,Autumn,12,cloudy
20,94,13.5,105,Sunny,1025.18,4,Autumn,7.5,clear
18,51,7,38,Cloudy,1005.6,3,Spring,8.5,overcast
11,67,8.5,59,Rainy,1004.46,2,Summer,4.5,overcast
1,60,2.5,61,Snowy,995.83,1,Winter,2.5,partly cloudy
4,74,8.5,91,Snowy,994.86,1,Winter,2.5,overcast
6,78,5,20,Sunny,1122.45,9,Summer,7.5,overcast
22,79,3.5,37,Cloudy,1008.08,3,Summer,7,overcast
10,69,10.5,10,Cloudy,1007.75,1,Summer,7,partly cloudy
21,60,17.5,62,Rainy,1010.93,0,Spring,3.5,partly cloudy
23,70,14.5,64,Rainy,1014.51,3,Summer,3.5,overcast
0,63,6.5,63,Snowy,989.02,0,Winter,1.5,overcast
25,49,9,17,Sunny,1016.51,5,Summer,6.5,partly cloudy
-7,94,16.5,86,Snowy,995.55,1,Winter,3.5,overcast
30,61,12,20,Cloudy,1018.24,1,Autumn,5.5,partly cloudy
0,94,7.5,63,Snowy,981.13,0,Winter,2,overcast
25,109,21,80,Cloudy,1014.22,0,Autumn,8,partly cloudy
29,74,6.5,33,Cloudy,1010.9,1,Summer,8,overcast
10,77,18,62,Rainy,1002.6,3,Autumn,3,overcast
-7,52,1.5,24,Snowy,1078.7,10,Winter,4.5,overcast
23,64,7.5,47,Cloudy,1015.4,4,Autumn,6,partly cloudy
-3,86,10.5,60,Snowy,997.64,1,Winter,1.5,overcast
1,79,19,95,Snowy,987.57,13,Winter,2,partly cloudy
3,96,4,95,Snowy,992.62,1,Winter,4,overcast
26,53,9,2,Sunny,1022.27,9,Autumn,9,partly cloudy
18,68,13,32,Cloudy,1006.26,3,Summer,5.5,partly cloudy
-4,97,18.5,86,Snowy,985.92,0,Winter,1,overcast
14,66,4,29,Cloudy,1009.07,1,Spring,6.5,partly cloudy
-6,75,13.5,54,Snowy,991.67,0,Winter,2,overcast
-4,89,18,87,Snowy,987.18,1,Winter,3,partly cloudy
14,92,13,98,Rainy,1005.5,1,Winter,3.5,partly cloudy
17,85,16.5,79,Rainy,1017.45,3,Autumn,4,overcast
25,51,7,18,Sunny,1028.26,8,Autumn,9.5,clear
34,78,13.5,17,Cloudy,1014.32,3,Winter,9,overcast
21,57,1,21,Cloudy,1014.06,3,Summer,7.5,partly cloudy
17,91,23,83,Cloudy,1006.18,9,Spring,5.5,overcast
37,66,6,11,Sunny,1029.68,9,Autumn,10,clear
11,67,8,17,Cloudy,1005.72,4,Summer,6,partly cloudy
11,52,2.5,44,Cloudy,1004.77,2,Winter,8.5,overcast
